Frequency_Hz,EnvelopeSpectrum
0.0,6.264433416447446e-14
1.667722891164404,85.90337347854307
3.335445782328808,83.71671645610101
5.003168673493212,81.6747487466027
6.670891564657616,85.14858541032062
8.33861445582202,81.1332794619945
10.006337346986424,83.69121474429116
11.674060238150828,77.13211163211338
13.341783129315232,69.65180366748578
15.009506020479636,69.03254670644328
16.67722891164404,80.0513186529372
18.344951802808446,79.9276142743378
20.012674693972848,72.26712747094402
21.68039758513725,72.4512483365352
23.348120476301656,72.91813245998249
25.01584336746606,75.34068933330455
26.683566258630464,65.54288406937272
28.351289149794866,63.970817100329015
30.01901204095927,64.21254295060841
31.686734932123677,60.004339522407584
33.35445782328808,57.029949669714064
35.02218071445248,62.38782973857911
36.68990360561689,59.274182315260006
38.35762649678129,54.65331165585977
40.025349387945695,55.7550056467875
41.6930722791101,57.40473140940665
43.3607951702745,52.785649782944894
45.02851806143891,55.533717886924876
46.69624095260331,54.72448308316921
48.36396384376771,51.1219766037224
50.03168673493212,40.77504742457828
51.699409626096525,53.63371809621757
53.36713251726093,49.52205672443342
55.03485540842533,52.1466460454398
56.70257829958973,45.3206560799782
58.37030119075414,44.13625939805504
60.03802408191854,41.36457641716111
61.705746973082945,44.23847183587792
63.373469864247355,41.300919561646445
65.04119275541176,44.757498046880976
66.70891564657616,38.84430339720004
68.37663853774056,42.350495352267906
70.04436142890496,43.49634501712
71.71208432006937,66.64617855322449
73.37980721123378,24.133737325047864
75.04753010239818,34.93595951884671
76.71525299356259,45.66114529492115
78.38297588472699,36.16092484631093
80.05069877589139,42.14309980963207
81.7184216670558,32.55846656159704
83.3861445582202,30.726870385407995
85.0538674493846,30.08113002522349
86.721590340549,30.214510289417365
88.38931323171342,41.00808173897987
90.05703612287782,34.45499976573765
91.72475901404222,32.42032586745723
93.39248190520662,36.74017956161445
95.06020479637102,36.51405445618897
96.72792768753543,32.43468204308609
98.39565057869983,37.93714081519827
100.06337346986425,35.36624874985585
101.73109636102865,37.96639391973605
103.39881925219305,33.38644079217306
105.06654214335745,36.94644734031971
106.73426503452185,35.49552841587088
108.40198792568626,33.957469117851424
110.06971081685066,34.029085587705104
111.73743370801506,32.5579043529559
113.40515659917946,31.546463653759055
115.07287949034388,31.53957031614196
116.74060238150828,33.737248210461246
118.40832527267268,31.554431337972787
120.07604816383709,30.34946646800567
121.74377105500149,28.46415341958942
123.41149394616589,30.749074752834275
125.07921683733029,32.986191934646044
126.74693972849471,27.099223659561257
128.4146626196591,33.23239696679294
130.0823855108235,32.22140775994575
131.75010840198792,34.77827529645025
133.41783129315232,27.98997549644472
135.08555418431672,30.976854558589864
136.75327707548112,33.313163669000275
138.42099996664552,20.12026987423786
140.08872285780993,32.84507762776589
141.75644574897433,27.128043247393293
143.42416864013873,34.296643088506244
145.09189153130313,15.766846725506987
146.75961442246756,26.630111470702822
148.42733731363197,24.838046592739207
150.09506020479637,23.135470522891154
151.76278309596077,26.421246064635323
153.43050598712517,25.793349549690973
155.09822887828958,22.407926088784752
156.76595176945398,31.11080612010411
158.43367466061838,32.179006405258555
160.10139755178278,42.74052177675124
161.76912044294718,20.756152978833217
163.4368433341116,19.487333046761766
165.104566225276,29.514395188826292
166.7722891164404,25.04100404151453
168.4400120076048,25.331907775968812
170.1077348987692,24.572533184019857
171.7754577899336,21.755840585602254
173.443180681098,24.523602816102507
175.11090357226243,19.894195345562515
176.77862646342683,21.969666267470323
178.44634935459123,22.249503192576768
180.11407224575564,23.145018771918973
181.78179513692004,21.43664179683037
183.44951802808444,21.549526863071346
185.11724091924884,21.066863778353383
186.78496381041325,20.579832747812226
188.45268670157765,19.45964258089463
190.12040959274205,21.35708592793065
191.78813248390645,19.16602622300466
193.45585537507085,19.23889924227129
195.12357826623526,16.953758201739515
196.79130115739966,19.678310112428992
198.45902404856406,17.695637898413246
200.1267469397285,21.32940078433758
201.7944698308929,20.701259644390415
203.4621927220573,18.276281806214712
205.1299156132217,18.981836975551488
206.7976385043861,19.05062059228707
208.4653613955505,17.757802552582543
210.1330842867149,10.353499213004831
211.8008071778793,25.32108175003397
213.4685300690437,18.69555433246793
215.1362529602081,19.233199877992597
216.8039758513725,14.647699265740604
218.47169874253692,15.781986593150716
220.13942163370132,18.140673678734732
221.80714452486572,12.266102251492665
223.47486741603012,17.32153179720716
225.14259030719452,19.13208977122019
226.81031319835893,16.000231646785064
228.47803608952336,14.49156853235454
230.14575898068776,13.58380618471054
231.81348187185216,15.261191561301642
233.48120476301656,16.03877306154003
235.14892765418097,12.74875984808277
236.81665054534537,21.37075988875022
238.48437343650977,16.18121025464999
240.15209632767417,15.666580577077656
241.81981921883857,14.431165220802201
243.48754211000298,15.420149288694834
245.15526500116738,12.231060985991979
246.82298789233178,12.617163786380136
248.49071078349618,13.34227788072711
250.15843367466059,12.513888336233522
251.826156565825,13.771502319292455
253.49387945698942,11.202533089088545
255.16160234815382,12.516685667761116
256.8293252393182,12.576686983303363
258.4970481304826,10.703075207799204
260.164771021647,11.561154948635936
261.8324939128114,12.264009322236896
263.50021680397583,10.740380320356453
265.1679396951402,9.876094254294491
266.83566258630464,9.061864041838275
268.50338547746907,9.723131864285223
270.17110836863344,10.141911708724535
271.83883125979787,8.781805152303702
273.50655415096224,8.991668310109569
275.1742770421267,10.676094563300062
276.84199993329105,7.120301290041364
278.5097228244555,7.487530170296156
280.17744571561985,7.281625720338766
281.8451686067843,8.378372840927081
283.51289149794866,7.044547163590439
285.1806143891131,6.751735161580181
286.84833728027746,7.653633040040417
288.5160601714419,11.535461434157307
290.18378306260627,10.567333845615192
291.8515059537707,10.907768642387065
293.5192288449351,12.689017177630896
295.1869517360995,11.379132081282926
296.85467462726393,9.701273193858881
298.5223975184283,12.754969145243086
300.19012040959274,9.558169467597999
301.8578433007571,6.946555158604895
303.52556619192154,5.955459928202112
305.1932890830859,5.1529807942187675
306.86101197425035,6.640578840750247
308.5287348654147,4.561323217908102
310.19645775657915,6.413374441106305
311.8641806477435,6.494297772979841
313.53190353890795,4.417768135488105
315.1996264300723,5.837828765725506
316.86734932123676,5.374706998552826
318.53507221240113,5.887512248577775
320.20279510356556,6.324890068834928
321.87051799473,5.419573558556091
323.53824088589437,5.343184841831326
325.2059637770588,5.224200006588638
326.8736866682232,5.348576729314542
328.5414095593876,4.77482622049671
330.209132450552,5.039536994343936
331.8768553417164,6.098737959615432
333.5445782328808,5.6805798605156195
335.2123011240452,6.481743818230504
336.8800240152096,5.7215713104834505
338.547746906374,7.227052449002291
340.2154697975384,5.570935725980577
341.8831926887028,5.321746720746116
343.5509155798672,5.66845103435485
345.2186384710316,5.343163656265939
346.886361362196,5.5750380586468244
348.55408425336043,6.246645176094132
350.22180714452486,6.2776601373628935
351.88953003568923,6.385471544352642
353.55725292685366,7.236749526366235
355.22497581801804,4.4451131629362015
356.89269870918247,5.091425865649205
358.56042160034684,5.170126071905962
360.2281444915113,5.466483291125674
361.89586738267565,7.123095400293565
363.5635902738401,5.629662218780355
365.23131316500445,7.07935894482372
366.8990360561689,6.42463273465036
368.56675894733326,3.9199911232004307
370.2344818384977,4.917224864044053
371.90220472966206,4.201705067679789
373.5699276208265,5.114423693709936
375.2376505119909,5.047380571323414
376.9053734031553,4.984527427979873
378.5730962943197,5.222044672539604
380.2408191854841,3.932530228204896
381.90854207664853,3.734252587469086
383.5762649678129,2.9538914662033555
385.24398785897733,4.370847694649589
386.9117107501417,3.7860365291456883
388.57943364130614,3.503250028094905
390.2471565324705,3.94190579206577
391.91487942363494,3.747224783726131
393.5826023147993,3.8800150399264988
395.25032520596375,3.733332475793284
396.9180480971281,4.101284270799001
398.58577098829255,4.046907468299404
400.253493879457,4.243749824271271
401.92121677062136,4.201702757358069
403.5889396617858,3.3055236096675884
